"","num_critic_for_reviews","duration","gross","cast_total_facebook_likes","num_user_for_reviews","country","budget"
"1506",288,81,59992760,2134,396,"USA",4.2e+07
"1507",152,89,58715510,13794,129,"USA",3e+07
"1508",230,153,51814190,11852,301,"USA",7.5e+07
"1509",36,113,51697449,1465,59,"USA",1.3e+07
"1510",264,101,51527787,14159,268,"USA",1.5e+07
"1511",124,88,49474048,53370,120,"USA",3.5e+07
"1512",167,102,49392095,10552,224,"USA",1e+08
"1513",148,109,49185998,1775,184,"USA",3e+07
"1514",323,109,47536959,3277,275,"USA",1e+07
"1515",323,109,47536959,3276,275,"USA",1e+07
"1516",164,92,45802315,2184,169,"USA",3.5e+07
"1517",308,135,43982842,2370,593,"USA",6.5e+07
"1518",308,135,43982842,2369,593,"USA",6.5e+07
"1519",170,100,43337279,12258,203,"USA",6e+07
"1520",178,89,42638165,12183,230,"USA",1.6e+07
"1521",156,91,42194060,22668,72,"Spain",7e+07
"1522",397,99,42057340,5642,691,"USA",3e+07
"1524",211,125,40559930,10623,184,"USA",6e+07
"1525",273,112,39462438,13172,226,"USA",7e+06
"1526",258,89,38542418,18132,252,"USA",8e+07
"1527",235,99,38105077,701,194,"USA",4e+07
"1528",306,134,37479778,24458,259,"USA",6e+07
"1530",128,99,33860010,16461,143,"USA",1.5e+07
"1531",220,119,33386128,3226,491,"USA",1.5e+07
"1532",248,108,33313582,16031,175,"USA",2.1e+07
"1533",241,114,32721635,3861,279,"USA",1.5e+07
"1534",271,94,32416109,32474,268,"USA",2.5e+07
"1535",331,95,32391374,54075,494,"USA",7500000
"1536",263,79,31743332,1594,245,"USA",3e+07
"1537",210,117,31670931,23745,143,"UK",6e+07
"1538",292,98,29975979,189,281,"Australia",2e+07
"1539",133,103,29580087,3150,121,"USA",5.8e+07
"1541",217,105,28501651,42473,201,"USA",2.6e+07
"1542",217,105,28501651,39473,201,"USA",2.6e+07
"1543",156,92,27669413,3101,194,"Canada",1.1e+07
"1544",197,132,27154426,6317,138,"USA",1.7e+07
"1545",83,88,25615792,4378,50,"USA",2.5e+07
"1546",183,98,25464480,15251,330,"USA",1e+07
"1547",245,118,25450527,7654,190,"USA",5e+07
"1548",82,86,25200412,3423,55,"USA",4.5e+07
"1549",190,86,23993605,727,248,"USA",1.8e+07
"1550",111,109,22927390,4947,77,"USA",1.8e+07
"1551",134,123,22452209,5734,82,"USA",1.8e+07
"1552",335,87,20999103,24770,245,"USA",4e+07
"1553",103,89,20916309,88422,37,"USA",4e+07
"1554",167,91,20819129,2954,201,"USA",2.6e+07
"1555",180,95,20488579,29926,245,"USA",5e+07
"1556",262,129,20167424,1044,231,"Argentina",2e+06
"1557",205,118,19673424,619,232,"USA",8e+07
"1558",138,94,19548064,23365,77,"Hong Kong",6.5e+07
"1559",113,104,19406406,152,42,"France",4e+07
"1560",192,100,18439082,7252,287,"USA",18500000
"1561",368,104,16999046,2222,354,"Canada",2.6e+07
"1562",121,97,16699684,25792,78,"USA",8e+06
"1563",300,107,16204793,24805,294,"USA",1.6e+07
"1564",93,107,16088610,3742,39,"USA",5.5e+07
"1566",107,88,15988876,137712,110,"USA",2.7e+07
"1567",160,108,15483540,41359,215,"USA",1.4e+07
"1568",192,90,15281286,16004,105,"USA",1.8e+07
"1570",287,115,15045676,2466,376,"USA",1.6e+07
"1571",107,102,14793904,4072,80,"Canada",1.8e+07
"1573",157,109,13838130,20503,157,"USA",4e+07
"1574",150,96,13630226,30541,223,"USA",2e+07
"1575",167,109,13248477,15790,174,"USA",2.7e+07
"1576",230,111,13034417,2633,118,"USA",1.5e+07
"1577",278,100,12574715,4198,237,"UK",4500000
"1578",113,108,12232937,2799,113,"USA",2.2e+07
"1579",167,101,11956207,3142,126,"USA",1.6e+07
"1580",188,100,10991381,5890,100,"UK",3.5e+07
"1581",192,92,10814185,41867,106,"USA",8e+06
"1582",45,99,10572742,2269,21,"USA",8e+06
"1583",219,108,10326062,14127,310,"Germany",3.3e+07
"1584",91,138,10269307,17524,188,"USA",8e+06
"1585",166,101,10268846,1947,142,"USA",3.5e+07
"1586",49,84,10017041,4815,20,"USA",3e+06
"1587",217,98,9430988,1997,115,"USA",1.7e+07
"1588",130,100,9353573,1100,524,"USA",4.5e+07
"1589",341,106,9190525,1120,324,"USA",7e+06
"1590",160,100,9176553,19330,97,"USA",7500000
"1591",281,99,9166863,14816,247,"USA",7e+06
"1592",160,99,8855646,23409,117,"USA",2.1e+07
"1593",103,96,8742261,1385,179,"Canada",1.8e+07
"1594",112,98,8662318,2016,75,"USA",1.7e+07
"1596",292,123,7689458,11769,210,"UK",4e+07
"1597",210,120,7443007,1500,71,"USA",3e+07
"1598",149,104,6670712,3825,101,"USA",6e+06
"1599",184,112,6615578,1341,82,"Germany",1.3e+07
"1600",97,88,6373693,25637,53,"USA",1.5e+07
"1601",165,111,6109075,735,65,"France",19430000
"1602",218,92,5306447,2717,169,"USA",1.5e+07
"1603",79,111,5205343,1573,39,"USA",2e+07
"1604",415,97,5009677,19404,485,"UK",5e+06
"1605",181,120,5004648,474,114,"Italy",1e+07
"1607",76,90,4542775,1831,73,"USA",6e+06
"1608",222,119,4440055,3279,110,"UK",8500000
"1609",116,90,4360548,2661,60,"USA",1.5e+07
"1610",20,120,3773863,2563,55,"USA",1e+06
"1611",226,96,3074838,14372,166,"USA",1.1e+07
"1612",155,100,2708188,365,43,"UK",2.3e+07
"1614",292,144,2222647,167,193,"Germany",1.2e+07
"1615",242,102,2035566,931,162,"France",1.3e+07
"1616",34,99,1889522,2589,12,"USA",7e+06
"1617",224,97,1818681,2486,224,"UK",7300000
"1618",280,122,1697956,13809,212,"USA",2e+07
"1619",144,96,1474508,4607,88,"USA",5e+06
"1622",213,105,1260917,1342,71,"France",2.7e+07
"1623",161,125,1110286,8876,65,"USA",4825000
"1624",41,118,1089445,4270,33,"Canada",12500000
"1625",26,97,883887,1426,14,"USA",9e+06
"1626",118,75,686383,75,71,"France",6500000
"1628",180,141,617840,1829,172,"Spain",7e+07
"1629",123,111,548934,1554,57,"Ireland",1.2e+07
"1630",145,98,449558,1163,75,"UK",1e+07
"1633",216,161,336467,943,192,"France",1.3e+07
"1635",115,99,274385,1519,26,"Germany",4e+06
"1638",12,133,199228,1045,49,"India",1.5e+08
"1640",29,93,155984,62,9,"USA",160000
"1641",63,88,143000,1495,48,"USA",5e+06
"1643",149,132,119922,91,62,"China",1.2e+07
"1644",63,96,115862,2163,50,"USA",6e+06
"1647",33,88,110029,225,31,"Australia",6500000
"1648",138,104,108229,15860,137,"USA",4500000
"1649",274,90,101055,1951,159,"USA",4e+06
"1650",45,85,100669,36885,11,"USA",3800000
"1651",238,95,100659,3833,193,"USA",9e+05
"1652",22,90,100503,3124,20,"USA",8e+06
"1653",43,90,92900,3146,23,"USA",5e+06
"1655",22,88,76382,1546,8,"USA",15000
"1656",217,105,66637,14462,92,"USA",6500000
"1657",355,111,56692,23566,504,"USA",2.5e+07
"1658",224,91,41709,116,200,"Norway",8e+05
"1659",78,95,37606,2658,90,"Canada",3500000
"1660",222,85,27024,73,148,"Spain",5600000
"1662",61,99,19959,298,14,"Iceland",3800000
"1663",23,91,19348,16118,11,"USA",1e+07
"1664",66,95,17580,2749,23,"USA",1500000
"1666",21,96,5005,1929,14,"USA",3e+06
"1714",645,152,533316061,57802,4667,"USA",1.85e+08
"1715",486,126,318298180,39252,1055,"USA",1.4e+08
"1716",470,122,317011114,14959,2054,"USA",1.85e+08
"1717",318,102,227946274,21584,590,"USA",1.5e+08
"1718",421,98,223806889,2975,1043,"USA",1.8e+08
"1719",266,92,215395021,12754,360,"USA",1.3e+08
"1720",350,122,191449475,44060,1535,"USA",3.7e+07
"1721",350,122,191449475,44061,1535,"USA",3.7e+07
"1722",167,89,179982968,3285,119,"USA",1.5e+08
"1723",403,106,168368427,2023,1243,"UK",2e+08
"1724",366,116,148085755,17347,871,"USA",3.3e+07
"1725",309,93,145000989,16461,974,"France",2.5e+07
"1726",238,108,143704210,26002,611,"USA",5.2e+07
"1727",180,115,143151473,4811,320,"USA",6e+07
"1728",258,150,141614023,22697,438,"USA",2.25e+08
"1729",418,120,141319195,820,1017,"UK",1.5e+07
"1730",316,110,134568845,25763,713,"USA",7.5e+07
"1731",354,135,134518390,5811,643,"USA",1.5e+08
"1732",265,110,130313314,44798,380,"USA",8e+07
"1733",362,166,127490802,13333,822,"USA",1.5e+08
"1734",141,88,120136047,9913,124,"Germany",8e+07
"1735",225,96,114053579,20007,178,"USA",1.5e+08
"1736",308,121,110416702,23484,577,"USA",9.2e+07
"1737",144,99,109993847,12831,116,"USA",8e+07
"1738",264,112,102176165,9131,501,"USA",1.45e+08
"1739",201,93,101702060,17925,212,"USA",4.5e+07
"1740",215,118,101111837,5637,318,"USA",8e+07
"1741",173,106,100468793,11264,277,"USA",6.5e+07
"1742",198,113,100018837,13446,380,"USA",9e+07
"1743",190,104,97680195,29505,243,"USA",7e+07
"1744",100,91,94497271,4729,99,"USA",2e+07
"1745",128,112,90556401,3507,171,"USA",1.1e+07
"1746",232,117,87341380,15590,374,"USA",2.7e+07
"1747",269,121,83077470,14165,440,"USA",7.5e+07
"1748",144,123,81159365,25661,278,"USA",3.5e+07
"1749",148,101,80276912,1026,151,"USA",3.5e+07
"1750",238,88,80170146,21863,488,"USA",8.5e+07
"1751",459,85,80034302,3958,2192,"USA",2.5e+07
"1752",276,104,79363785,22194,698,"USA",8e+07
"1753",175,111,76806312,2978,154,"USA",3e+07
"1754",345,120,75754670,3632,342,"USA",8.5e+07
"1755",235,90,72266306,6775,422,"USA",4e+07
"1756",198,107,71148699,1614,125,"USA",9e+07
"1757",176,112,70224196,13827,138,"USA",7e+07
"1758",202,123,69951824,14727,599,"USA",5.5e+07
"1759",173,101,67266300,3400,170,"Germany",2.8e+07
"1760",323,91,64505912,13654,1264,"USA",4.8e+07
"1761",253,118,62877175,16758,325,"USA",3e+07
"1762",341,96,60338891,36093,545,"USA",3.7e+07
"1763",145,99,60269340,6930,97,"USA",3e+07
"1764",97,98,58006147,816,108,"USA",2.3e+07
"1765",160,95,56729973,5286,262,"USA",10800000
"1766",118,93,50818750,13403,106,"UK",6e+07
"1767",245,165,49551662,921,450,"Australia",1.3e+08
"1768",129,97,48237389,18789,126,"USA",2.5e+07
"1769",139,96,48006503,18178,110,"USA",3.7e+07
"1770",128,101,46012734,4298,101,"USA",4e+07
"1772",284,135,43929341,902,414,"USA",1.2e+08
"1773",146,89,43818159,4867,260,"USA",2e+07
"1774",76,114,42168445,3565,39,"USA",3.5e+07
"1775",228,103,40687294,16249,398,"Canada",3.5e+07
"1776",198,101,40076438,38809,248,"USA",6e+07
"1777",238,128,39380442,29824,263,"USA",7e+07
"1778",165,110,39263506,2382,135,"USA",2.2e+07
"1779",111,86,38232624,3854,409,"USA",3e+07
"1780",153,102,38087366,4065,165,"USA",1.2e+07
"1781",109,110,37766350,3376,56,"USA",1.1e+07
"1782",230,111,36064910,28643,211,"USA",4.5e+07
"1783",264,141,35707327,12840,387,"USA",5.5e+07
"1784",299,124,34180954,14504,370,"USA",3.2e+07
"1785",164,99,33472850,10026,119,"USA",5.5e+07
"1786",50,122,33451479,1164,215,"USA",5e+05
"1787",293,104,33422556,33903,321,"USA",2e+07
"1788",146,102,32853640,3239,101,"USA",4e+07
"1789",150,87,32178777,6658,250,"USA",6.2e+07
"1791",324,128,31838002,13189,281,"USA",2e+07
"1792",198,89,31691811,140268,369,"USA",1.2e+07
"1793",166,90,31487293,2807,129,"USA",9e+06
"1794",247,101,31452765,638,243,"USA",2.4e+07
"1795",172,92,31397498,18765,156,"USA",1.2e+07
"1796",186,114,31199215,589,120,"USA",5.8e+07
"1797",208,112,30691439,3185,232,"USA",3.5e+07
"1798",85,81,30105968,2268,45,"USA",3.7e+07
"1799",222,111,30028592,27755,189,"UK",2e+07
"1800",195,101,28687835,3612,245,"USA",3.5e+07
"1801",124,114,26896744,3485,125,"USA",16500000
"1802",141,87,26876529,1834,189,"Japan",2.7e+07
"1803",169,115,26814957,77823,252,"UK",3.5e+07
"1804",190,109,26415649,33878,189,"USA",2e+07
"1805",391,109,26236603,1582,547,"USA",6e+06
"1806",135,90,25926543,1534,148,"USA",8e+06
"1807",121,82,25871834,3266,173,"USA",3.5e+07
"1808",242,129,25517500,4264,320,"USA",25100000
"1809",206,104,25040293,7247,279,"USA",5.5e+07
"1810",140,110,24848292,4089,184,"USA",2e+07
"1811",275,96,23213577,19894,365,"Spain",15500000
"1812",323,119,22877808,53895,414,"USA",3.5e+07
"1813",164,101,22531698,15990,214,"France",7e+07
"1814",270,108,20981633,2351,492,"USA",3e+07
"1815",98,104,20668843,2453,54,"USA",2.2e+07
"1817",223,103,19781879,20881,290,"USA",6e+07
"1818",80,112,19151864,3301,100,"USA",4e+07
"1819",302,122,18593156,6161,241,"USA",3.5e+07
"1820",73,101,17655201,3317,24,"USA",1e+07
"1821",233,93,17427926,1749,351,"USA",8e+06
"1822",161,106,17281832,5329,110,"Germany",6e+07
"1823",131,120,16284360,6212,79,"USA",2.1e+07
"1824",154,130,15709385,5101,132,"USA",3e+07
"1825",388,131,15700000,11114,876,"USA",1.5e+07
"1826",125,99,15279680,12166,154,"USA",4e+07
"1827",256,101,15081783,13,144,"Japan",3.4e+07
"1828",111,88,14174654,2857,359,"USA",2.5e+07
"1829",194,110,13823741,6420,140,"UK",13500000
"1830",74,82,13350177,4856,113,"USA",5e+06
"1831",210,102,13214030,500,147,"USA",2e+07
"1832",197,101,12995673,338,345,"USA",2500000
"1834",37,85,12701880,568,22,"USA",1.5e+07
"1836",195,91,12055108,2528,134,"USA",8e+06
"1837",127,90,11802056,1865,109,"USA",6e+07
"1838",47,94,11508423,2453,19,"USA",2.3e+07
"1839",248,102,11169531,1778,235,"UK",2e+07
"1840",254,113,10955425,391,396,"UK",3e+07
"1841",143,112,10911750,43560,99,"USA",2.5e+07
"1842",86,130,9589875,5162,45,"USA",4e+07
"1843",185,94,9030581,156,398,"UK",12500000
"1844",102,129,8396942,4324,103,"USA",1.9e+07
"1845",81,109,8134217,1141,90,"USA",1.2e+07
"1846",151,103,7948159,6563,280,"USA",3.5e+07
"1847",158,160,7916887,26982,182,"USA",4.5e+07
"1848",118,90,7871693,15494,102,"USA",5.5e+07
"1849",300,107,7757130,173,513,"UK",1.5e+07
"1850",100,95,7563670,3651,53,"USA",1e+07
"1851",9,42,7518876,844,5,"UK",6e+06
"1852",45,83,7001720,2907,205,"USA",1.2e+07
"1853",58,87,6563357,4218,120,"USA",2e+07
"1854",132,102,6409206,33153,104,"USA",1.5e+07
"1855",209,114,5694401,46944,192,"UK",1.8e+07
"1857",129,92,4881867,3767,76,"USA",9e+06
"1858",42,94,4693919,4484,78,"USA",6500000
"1860",99,119,4234040,64,45,"USA",2e+07
"1861",35,97,4131640,4091,20,"USA",7500000
"1862",109,110,4040588,25676,89,"USA",5e+06
"1864",182,114,3519627,3014,105,"USA",2e+07
"1865",190,110,3148482,1540,98,"USA",1.2e+07
"1866",245,124,3081925,24732,274,"USA",2.1e+07
"1867",229,121,3073392,142,300,"Canada",2.5e+07
"1868",194,90,2957978,68,134,"UK",1e+06
"1869",159,92,2926565,3608,72,"USA",3e+06
"1870",135,110,2775593,858,98,"UK",2.7e+07
"1872",181,97,2508841,994,93,"USA",1e+06
"1873",158,99,2344847,2158,119,"USA",7e+06
"1874",231,90,2283276,56,156,"Israel",1500000
"1875",150,111,2203641,1252,162,"Spain",1.5e+07
"1876",147,99,2077046,2748,75,"USA",6e+06
"1877",160,107,1186957,1591,69,"UK",2.5e+07
"1878",137,104,1089365,71973,111,"USA",2.5e+07
"1879",67,125,1027749,1003,33,"Australia",4e+07
"1880",189,80,856942,460,112,"USA",2e+05
"1881",160,150,626809,2172,105,"China",553632000
"1882",79,107,578527,988,112,"USA",1e+07
"1883",111,103,542860,219,37,"Netherlands",4e+06
"1884",41,94,511920,2449,26,"USA",4e+07
"1885",160,184,476270,1601,110,"Germany",2e+07
"1886",60,102,317040,30978,36,"USA",15500000
"1888",7,86,215185,279,2,"USA",2e+05
"1890",57,115,183088,2243,36,"USA",1.5e+07
"1891",14,112,173783,1252,34,"USA",2500000
"1892",80,45,145109,1098,44,"Denmark",4.5e+07
"1894",147,150,140244,4168,259,"USA",8500000
"1896",152,135,128486,569,74,"South Korea",1e+07
"1897",27,90,124720,4987,15,"USA",5e+06
"1898",22,106,115504,1739,26,"UK",1.4e+07
"1899",79,95,108662,3185,107,"USA",8e+06
"1901",110,110,102055,134,72,"Thailand",3e+08
"1902",47,90,75727,862,40,"USA",2500000
"1903",177,103,73548,18639,209,"USA",1.5e+07
"1905",46,90,52166,89263,22,"USA",2e+06
"1906",26,85,36497,14599,37,"USA",6e+06
"1907",67,92,23091,11091,42,"UK",1.5e+07
"1908",114,99,18378,1558,74,"UK",9e+05
"1911",30,119,4958,86,23,"South Africa",2e+06
"1912",71,104,3607,940,94,"Spain",1e+07
"1913",178,95,3478,721,142,"Canada",1500000
"1938",392,156,336530303,46055,1902,"USA",2.58e+08
"1939",227,93,320706665,4705,326,"USA",1.6e+08
"1940",396,144,318759914,2333,1782,"USA",1.5e+08
"1941",302,169,309404152,48350,1238,"USA",3e+08
"1942",329,138,292000866,33433,1108,"UK",1.5e+08
"1943",323,104,256386216,13076,1413,"USA",1.5e+08
"1944",329,115,227137090,17369,820,"USA",1.1e+08
"1945",131,92,217326336,2847,146,"USA",6e+07
"1946",318,111,206435493,4764,626,"USA",1.5e+08
"1947",299,87,183132370,3086,763,"USA",7.5e+07
"1949",251,133,148734225,12874,559,"USA",3e+07
"1950",387,96,143492840,28817,881,"USA",7500000
"1951",162,91,140080850,1125,221,"USA",1.4e+08
"1952",354,129,134520804,13961,782,"USA",1.1e+08
"1953",262,92,131920333,15302,436,"USA",1.3e+08
"1954",300,176,130127620,20354,458,"USA",1e+08
"1955",222,107,127706877,662,399,"USA",8.5e+07
"1956",194,91,126597121,6576,206,"USA",1.5e+08
"1957",256,119,121463226,17584,555,"USA",2e+07
"1958",219,117,118823091,1673,401,"USA",7.5e+07
"1959",191,93,118153533,13232,246,"USA",6.1e+07
"1960",238,122,117144465,43499,288,"USA",8.5e+07
"1961",276,123,115802596,14017,681,"USA",1.1e+08
"1962",409,84,107917283,330,1189,"USA",15000
"1963",186,96,100289690,108016,257,"USA",1.75e+08
"1964",207,97,93452056,14868,310,"USA",4.5e+07
"1965",112,110,90636983,15170,83,"USA",2.2e+07
"1966",181,96,82234139,28071,522,"USA",1.7e+07
"1967",287,115,82161969,31523,505,"USA",1.5e+08
"1968",253,105,80050171,2288,491,"USA",2e+07
"1969",253,105,80050171,2287,491,"USA",2e+07
"1970",488,122,74273505,4738,1518,"USA",2.5e+07
"1971",314,114,71975611,214,580,"USA",2.5e+07
"1972",251,113,70083519,24106,666,"USA",1.8e+08
"1973",269,102,66636385,60646,289,"USA",7.5e+07
"1974",190,96,63270259,3492,319,"USA",1e+07
"1975",86,109,61356221,3544,162,"USA",1.4e+07
"1976",154,85,58867694,25590,112,"USA",1e+08
"1977",41,113,55184721,6510,100,"USA",1.5e+07
"1978",191,87,54132596,16571,211,"Hong Kong",3.4e+07
"1979",131,126,53680848,18726,243,"USA",3e+07
"1980",295,122,53574088,33548,560,"USA",5.5e+07
"1981",316,123,50921738,20499,581,"UK",3e+07
"1982",216,94,50648679,16225,348,"France",4.5e+07
"1984",37,117,49121934,6554,32,"USA",1.3e+07
"1985",299,119,49024969,3284,363,"USA",2.5e+07
"1986",184,96,47852604,1825,337,"USA",2e+07
"1987",234,110,47456450,5187,289,"USA",7e+07
"1988",198,124,46975183,1640,338,"USA",6.1e+07
"1989",120,91,43792641,52566,119,"USA",3.5e+07
"1990",171,104,43097652,3497,128,"USA",2.8e+07
"1992",211,102,41797066,4324,998,"USA",4e+07
"1993",398,158,40218903,533,1107,"USA",2.5e+07
"1994",112,93,39737645,4293,666,"USA",2e+07
"1995",193,94,39687528,2124,376,"France",2.4e+07
"1996",304,113,39568996,814,527,"USA",3.2e+07
"1997",228,127,38345403,16034,492,"UK",7e+07
"1998",84,123,36581633,3994,235,"Germany",2.1e+07
"1999",224,98,35063732,10938,383,"USA",3.2e+07
"2000",127,101,35000629,2822,150,"USA",2.5e+07
"2001",377,162,33048353,36928,589,"USA",6.5e+07
"2002",151,90,32553210,794,235,"UK",2.5e+07
"2003",148,114,31655091,50927,364,"USA",3e+07
"2004",112,126,30226144,22745,118,"USA",1.5e+07
"2005",274,100,28637507,11471,713,"UK",1.5e+07
"2006",222,117,28563179,3681,199,"USA",2.1e+07
"2007",209,131,27667947,1344,392,"UK",5e+07
"2008",330,126,25592632,5371,1066,"USA",1.8e+07
"2009",93,99,25584685,3327,102,"USA",2e+07
"2010",190,99,25117498,960,178,"USA",4e+07
"2011",250,189,25031037,22186,532,"USA",5.3e+07
"2012",263,123,24530513,1633,429,"USA",9e+06
"2013",156,133,24343673,5405,524,"USA",4.5e+07
"2014",285,121,23618786,485,687,"UK",8e+06
"2015",119,103,22466994,33565,166,"USA",2.5e+07
"2016",161,89,20801344,2559,211,"USA",1.5e+07
"2017",89,84,20339754,2737,73,"USA",1e+07
"2018",154,124,19661987,17050,231,"USA",2e+07
"2019",173,108,19067631,1981,204,"USA",2e+06
"2020",88,113,18882880,4039,125,"USA",2e+07
"2021",150,120,18663911,12554,151,"UK",16500000
"2022",274,148,18352454,18752,760,"USA",1.5e+07
"2023",171,120,18317151,1082,200,"USA",3.5e+07
"2024",252,94,17544812,4707,384,"USA",1e+07
"2025",356,96,17114882,17211,398,"USA",2.5e+07
"2026",158,108,16930884,16722,262,"USA",3e+07
"2027",202,114,16264475,16899,216,"UK",5.5e+07
"2028",201,128,15797907,904,230,"USA",2e+07
"2029",232,99,15071514,2323,273,"USA",8e+07
"2030",227,92,14998070,32875,298,"USA",3.5e+07
"2031",133,84,14373825,6954,196,"USA",8600000
"2033",52,89,13235267,1752,32,"USA",6e+06
"2036",72,108,11702090,2785,50,"USA",16500000
"2037",81,97,11043445,20312,74,"USA",1e+07
"2038",93,107,10956379,3274,364,"South Korea",3.5e+07
"2040",131,122,9664316,50950,197,"USA",27500000
"2041",166,111,9525276,3309,299,"USA",2e+07
"2042",232,85,9437933,332,329,"Ireland",180000
"2043",190,108,9172810,12178,118,"USA",1.6e+07
"2044",168,87,8579684,24324,199,"USA",9e+06
"2045",53,91,8104069,2700,26,"USA",2e+07
"2046",118,106,7486906,2495,71,"USA",2.7e+07
"2047",300,105,7159147,954,308,"Spain",3400000
"2053",226,106,5949693,34351,299,"USA",1.2e+07
"2054",90,102,5932060,14625,174,"UK",3.5e+07
"2055",106,124,5755286,26334,63,"USA",5.5e+07
"2056",160,126,5701643,653,165,"Russia",2e+07
"2057",25,93,5694308,3128,46,"USA",7e+06
"2058",82,86,5518918,3071,73,"USA",750000
"2059",115,139,4584886,538,115,"USA",4.5e+07
"2060",140,156,4535117,26564,368,"Germany",6e+07
"2061",242,89,4443403,1754,158,"France",7300000
"2062",231,135,4001121,36398,230,"USA",2e+07
"2063",146,97,3950294,22577,124,"USA",1.2e+07
"2064",273,160,3904982,22516,415,"USA",3e+07
"2065",308,107,3675072,11623,801,"UK",2.6e+07
"2067",104,112,3169424,2417,59,"USA",1.3e+07
"2068",65,95,2955039,2007,27,"USA",9e+06
"2069",146,118,2849142,1889,88,"USA",1.6e+07
"2070",121,93,2426851,776,76,"USA",4e+06
"2071",121,91,1506998,141,50,"USA",1.2e+07
"2072",79,102,1430185,446,55,"USA",2e+06
"2073",250,111,1294640,6748,436,"USA",1.5e+07
"2075",233,113,1185783,264,172,"Romania",590000
"2076",107,100,1134049,408,44,"UK",2e+06
"2078",90,92,1071240,15848,34,"UK",8e+06
"2079",43,111,1066555,1526,111,"USA",1.1e+07
"2080",109,95,1060591,231,66,"France",1300000
"2081",280,95,952620,1797,332,"USA",2e+06
"2082",51,93,900926,3307,46,"USA",1e+07
"2083",94,101,876671,504,90,"USA",2.5e+07
"2084",16,153,872643,902,37,"USA",6e+06
"2085",183,122,871577,2614,143,"UK",4500000
"2086",192,95,866778,20364,117,"Hong Kong",1e+07
"2087",65,96,766487,4883,117,"USA",5250000
"2088",78,120,634277,1651,27,"France",1.6e+07
"2089",73,88,442638,897,23,"USA",850000
"2090",121,97,434417,15093,65,"Spain",4600000
"2092",41,99,398420,1234,48,"USA",8e+06
"2093",18,117,379643,2161,29,"USA",2200000
"2095",78,90,303439,2073,78,"USA",8e+06
"2096",84,53,274661,313,40,"USA",1e+06
"2097",3,78,243768,72,9,"USA",30000
"2099",69,120,214202,1952,75,"Germany",1.2e+07
"2100",100,84,173066,1238,88,"USA",1500000
"2101",106,113,128978,6267,61,"Hong Kong",4e+07
"2102",133,90,65087,408,108,"USA",5e+06
"2103",35,84,52850,734,12,"USA",5e+05
"2105",173,66,38108,239,124,"Spain",2600000
"2106",9,100,31937,2310,10,"USA",5e+05
"2108",50,93,20380,1245,39,"USA",1.5e+07
"2109",28,91,12055,1047,10,"USA",5e+05
"2110",142,115,8060,666,107,"Brazil",4e+06
"2111",17,85,7826,54484,2,"USA",1200000
"2112",20,93,5561,4725,34,"USA",1e+07
"2137",313,151,423032628,48486,1832,"USA",2.25e+08
"2138",179,108,250863268,55486,444,"USA",1.1e+08
"2139",256,117,244052771,4905,584,"USA",1.2e+08
"2140",334,104,234360014,21714,1912,"Canada",2.1e+08
"2141",294,174,217536138,16008,1966,"USA",1.25e+08
"2142",460,117,210592590,32360,2073,"USA",6.5e+07
"2143",434,169,200069408,29991,2367,"USA",2.09e+08
"2144",206,108,197992827,70996,548,"USA",1e+08
"2145",164,115,195329763,1815,253,"USA",8e+07
"2146",400,144,167007184,9125,2301,"UK",1.5e+08
"2147",201,117,162586036,11036,611,"USA",5.5e+07
"2148",166,83,155019340,22813,250,"USA",8e+07
"2149",164,122,148213377,12410,437,"USA",7.3e+07
"2150",173,107,137340146,12700,685,"USA",7e+07
"2151",310,124,133382309,34817,871,"USA",1.5e+08
"2152",352,151,132373442,45648,2054,"USA",9e+07
"2153",343,82,128505958,505,1198,"USA",1.8e+07
"2154",208,109,124732962,23923,631,"USA",3.5e+07
"2155",183,106,118683135,8315,483,"USA",5.2e+07
"2156",241,130,103338338,2856,503,"USA",7e+07
"2157",151,89,90703745,5855,410,"USA",4.5e+07
"2158",143,95,88658172,37967,242,"USA",5e+07
"2159",230,129,88504640,19148,646,"USA",4.5e+07
"2160",107,83,84303558,6081,100,"USA",8.5e+07
"2162",147,93,82226474,1267,424,"USA",6.5e+07
"2163",118,120,81593527,24300,263,"USA",4e+07
"2164",163,92,80197993,1729,441,"Germany",3.2e+07
"2165",210,121,80150343,3189,614,"USA",1e+07
"2166",136,110,75604320,847,195,"USA",5.4e+07
"2167",170,104,75030163,4487,1690,"USA",1e+08
"2168",190,91,73661010,17299,229,"USA",7.5e+07
"2170",98,90,72601713,2055,155,"Germany",5.1e+07
"2171",285,139,70269171,15111,962,"USA",2.4e+07
"2172",242,129,70236496,14421,564,"USA",6.3e+07
"2173",65,99,70163652,19334,82,"USA",4e+07
"2174",107,104,65269010,21380,271,"USA",1.2e+07
"2175",135,85,64459316,35161,122,"UK",1.49e+08
"2176",46,107,63231524,5264,137,"USA",6e+06
"2177",157,138,63224849,17423,483,"USA",8.5e+07
"2178",158,104,62494975,1235,378,"USA",8.5e+07
"2179",206,102,62318875,2998,502,"USA",5e+07
"2180",76,98,61112916,24664,83,"USA",5e+07
"2181",231,98,60655503,92456,629,"USA",1.6e+08
"2182",270,101,59889948,7227,889,"USA",8e+06
"2183",87,78,58336565,11124,118,"USA",5e+07
"2184",78,98,58255287,6334,187,"USA",6.4e+07
