"num_critic_for_reviews","duration","director_facebook_likes","gross","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes"
235,90,38,72266306,6775,4,422,4e+07,6.6,0
215,105,29,71347010,28928,2,215,4e+07,7.1,0
109,114,101,70836296,2842,2,426,4e+07,5.9,0
65,99,14,70163652,19334,0,82,4e+07,4.6,663
125,123,563,66808615,43917,0,344,3.4e+07,6.1,2000
322,137,11000,115603980,2938,0,351,6.5e+07,7.2,35000
191,102,23,64149837,7009,1,185,2e+07,6.4,0
191,109,415,83906114,2357,2,189,4e+07,6,16000
221,82,160,66466372,303717,0,290,4e+07,5.2,0
459,142,14000,72306065,16944,0,355,4e+07,7.6,55000
131,106,212,59068786,2544,2,411,4e+07,6.4,0
222,114,89,60923325,2091,2,197,2e+07,6.4,12000
118,106,23,57887882,2325,2,211,5e+07,6.1,0
138,131,58,54228104,17152,1,544,3.5e+07,7.7,0
274,118,65,57981889,13943,1,203,4e+07,7.3,25000
349,113,174,61094903,17152,3,332,3e+07,6.9,29000
341,130,22000,53082743,63986,1,1100,4e+07,8.5,49000
196,116,51,54414716,30571,7,187,4.2e+07,6.3,12000
83,89,7,57011847,3361,2,44,4e+07,5.9,0
283,139,0,50859889,848,0,1043,4e+07,7.8,14000
351,107,190,52000688,4243,0,619,4e+07,6.4,17000
195,96,192,47781388,41293,1,531,4e+07,6.6,0
175,99,18,52320979,18693,0,548,4e+07,6.8,0
193,104,34,47806295,1274,0,371,4.3e+07,6.5,0
169,105,54,51853450,9069,0,110,2.5e+07,6.6,11000
128,101,10,46012734,4298,2,101,4e+07,5.8,3000
249,134,16000,47034272,2281,1,190,4e+07,6.9,16000
207,98,326,59588068,22318,1,376,4e+07,5.8,0
211,102,25,41797066,4324,0,998,4e+07,4.7,0
101,103,643,37752931,26938,2,180,4e+07,5.5,0
175,95,30,50562555,2787,4,291,3e+07,6.5,0
342,109,99,37371385,390,0,334,4e+07,7,42000
147,95,98,37101011,1070,1,103,4e+07,5.8,0
420,111,0,38176892,4486,0,518,4e+07,6.2,26000
201,94,52,38543473,1488,2,158,4e+07,5.1,0
82,94,0,36037909,1238,3,130,6e+07,4.7,390
277,92,77,42575718,3074,0,227,4e+07,5.9,20000
157,123,75,33508922,23920,2,660,4e+07,7.2,16000
124,104,101,42071069,1827,1,208,3e+07,6.2,0
146,102,65,32853640,3239,1,101,4e+07,5.7,702
303,136,3000,42615685,28927,3,416,4e+07,6.1,24000
283,129,335,31836745,15595,1,341,4e+07,6.9,39000
212,107,50,30993544,621,0,156,4e+07,6.5,0
98,117,260,30981850,3969,0,284,4e+07,5,0
110,116,18,30199105,3753,0,167,4e+07,5.7,470
146,135,0,29077547,5917,1,754,4e+07,7,3000
100,107,55,29374178,4565,0,188,4e+07,5.1,394
107,104,0,27053815,2888,0,291,4e+07,4.7,299
169,115,56,26814957,77823,3,252,3.5e+07,6.7,0
94,119,7,25178165,29484,1,274,4e+07,6.7,8000
190,99,81,25117498,960,0,178,4e+07,5.7,0
201,112,118,36665854,3432,0,203,4e+07,6.4,15000
104,108,105,22433915,34377,1,166,6e+07,6.2,416
86,84,33,21176322,5039,0,207,4e+07,4,0
260,123,0,15962471,7243,1,619,4e+07,6.4,0
102,102,19,14967182,14463,1,284,4e+07,5.1,604
371,114,171,18996755,7099,0,322,4.5e+07,7.6,54000
335,87,0,20999103,24770,0,245,4e+07,7.8,15000
86,103,65,14448589,12566,2,128,4e+07,5.8,835
242,122,0,33201661,809,0,1314,7.7e+07,8.4,39000
70,91,29,14018364,3974,1,111,3e+07,4.8,849
135,103,14,13395939,3639,4,146,6e+07,6.2,0
125,107,42,20113965,1702,3,66,4e+07,6.5,0
104,101,37,13208023,4262,1,388,4.2e+07,3.3,612
157,109,80,13838130,20503,3,157,4e+07,5.9,0
159,110,118,5773519,12876,2,91,4e+07,6,11000
78,89,0,9652000,3096,0,147,4e+07,5.8,0
88,100,92,12081447,4103,2,25,5e+07,6.5,866
219,108,22,10326062,14127,0,310,3.3e+07,6.8,10000
83,102,39,6114237,2664,4,207,4e+07,6.2,892
53,93,18,4835968,4123,0,82,4e+07,4.5,158
61,84,8,4777007,1149,3,98,4e+07,5.8,565
308,107,0,3675072,11623,0,801,2.6e+07,7.3,15000
70,91,48,18438149,222,8,93,4e+07,5.9,0
41,94,0,511920,2449,1,26,4e+07,4.4,211
224,115,180,10640645,1686,0,110,4e+07,5.8,0
66,93,13,652526,15638,3,187,4e+07,5.1,823
253,105,154,80050171,2288,0,491,2e+07,6.9,0
94,101,47,876671,504,2,90,2.5e+07,6.9,0
106,113,31,128978,6267,2,61,4e+07,7.1,0
30,112,44,77231,2115,0,32,2.5e+07,6,265
488,126,584,4563029,12286,5,514,39200000,7,58000
63,90,10,6643,3243,0,40,2.5e+07,6.8,0
42,93,23,463730,5240,10,39,8500000,5.7,89
44,159,50,6498000,554,1,410,18026148,8.4,21000
214,107,124,63411478,568,1,234,3.9e+07,7.1,13000
110,102,36,42640890,1930,1,184,3e+07,5.6,0
187,106,357,144512310,45327,2,988,3.8e+07,6.7,14000
370,87,13000,35287788,4774,0,165,3.9e+07,7,25000
276,119,0,25335935,2853,0,1594,4e+07,8,14000
76,110,534,5881504,2972,2,50,3.9e+07,5.3,177
211,113,88,29802761,36009,1,115,4e+07,6.4,12000
160,150,610,626809,2172,4,105,553632000,7.4,0
97,108,72,127214072,4251,1,392,3.8e+07,6.1,0
174,96,126,88915214,22436,2,169,3.8e+07,6.5,9000
103,100,0,85570368,18291,1,107,3.8e+07,5.1,478
273,122,0,6594136,943,1,111,38600000,6.5,13000
279,120,508,58700247,36062,1,260,3.8e+07,6.9,33000
4,88,0,206400,196,0,18,4e+07,6.4,0
98,115,150,39177215,3770,1,234,3.8e+07,5.6,0
116,123,7,40334024,2912,3,216,3.5e+07,6.2,989
76,94,99,71038190,3552,1,123,3e+07,4.4,8000
106,102,43,24044532,1440,0,180,3.8e+07,5.6,689
55,98,11,22770864,2765,1,85,3.8e+07,5.5,168
107,105,65,16991902,1265,0,191,5.7e+07,6.2,0
323,109,304,47536959,3277,0,275,1e+07,7.3,12000
302,127,123,41997790,17551,0,343,3.8e+07,6.4,39000
31,110,49,623374,2120,2,67,3.8e+07,5.2,474
118,90,27,7871693,15494,0,102,5.5e+07,6.5,0
546,144,0,16377274,427,31,405,3.2e+07,7.1,27000
21,97,2,2592808,4900,2,28,3.8e+07,4.8,366
86,130,39,9589875,5162,0,45,4e+07,7.3,0
194,112,5,34912982,19974,0,266,3.8e+07,5.2,14000
437,133,0,109712885,15106,1,362,3.5e+07,7.7,70000
378,150,0,92173235,14296,7,420,3.7e+07,7.6,29000
170,110,52,41102171,13396,12,89,4e+07,5.7,14000
341,96,1000,60338891,36093,0,545,3.7e+07,7,0
139,96,3,48006503,18178,3,110,3.7e+07,6,0
393,123,2000,26903709,37206,0,475,3.8e+07,8.1,83000
203,107,0,44867349,14483,2,176,3.7e+07,5.6,0
148,110,11,46813366,4882,4,83,3.8e+07,6.1,15000
131,113,188,72279690,14209,5,86,3.7e+07,6.9,0
350,122,308,191449475,44060,1,1535,3.7e+07,5.2,19000
129,116,415,71026631,20970,1,394,3.6e+07,7,0
289,118,43,150368971,3425,4,301,3.7e+07,7,35000
14,115,35,8104069,599,0,21,29500000,5.3,240
265,101,38,50213619,1272,8,243,3.6e+07,6.4,12000
54,107,188,42019483,13904,0,33,3.6e+07,6.4,0
126,124,287,23360779,10838,0,212,3.4e+07,5.7,852
110,109,473,26183197,16611,0,135,3.6e+07,6.1,0
138,105,488,20991497,44037,1,172,3.7e+07,5.4,11000
267,114,101,33037754,19904,1,197,3.7e+07,6,23000
63,95,31,2954405,2928,0,64,3.6e+07,5.3,133
85,81,16,30105968,2268,0,45,3.7e+07,4.5,279
44,95,0,37788228,4537,1,80,35200000,5.4,638
334,108,480,277313371,17623,3,626,3.5e+07,7.8,24000
78,105,25,2126511,615,0,45,3.6e+07,7.2,12000
77,102,596,1068392,3497,0,53,3.6e+07,5.9,2000
261,129,102,255950375,3389,0,420,2.9e+07,7.7,38000
122,88,0,112692062,4499,0,205,3.5e+07,5.4,0
340,106,91,117528646,18669,5,387,3.5e+07,6.9,31000
493,110,1000,171031347,25964,0,724,3.8e+07,7.7,36000
208,109,64,124732962,23923,0,631,3.5e+07,6.8,0
275,120,91,134455175,5826,2,232,3.5e+07,5.7,17000
144,123,126,81159365,25661,2,278,3.5e+07,6.8,0
332,129,0,110008260,1450,1,309,3.5e+07,6.3,25000
104,105,8,67962333,2689,2,160,3.5e+07,5.9,919
127,100,31,63939454,2968,3,217,3.5e+07,6.2,0
225,109,763,61280963,2474,1,677,3.3e+07,6.3,0
160,123,130,59699513,2259,0,136,3.5e+07,7.2,0
191,87,14,54132596,16571,0,211,3.4e+07,6.3,0
74,109,19,52277485,4231,1,196,3.5e+07,6.9,0
238,109,87,55802754,20956,2,194,3.5e+07,6.6,41000
177,92,89,55291815,17860,0,111,3.5e+07,6,0
405,125,102,83299761,19809,2,306,3.5e+07,7.5,39000
285,134,0,67523385,1050,2,248,3.5e+07,6.2,18000
124,88,12,49474048,53370,2,120,3.5e+07,5.4,0
164,92,148,45802315,2184,1,169,3.5e+07,6.6,0
120,91,42,43792641,52566,3,119,3.5e+07,5.3,913
90,75,221,57651794,13125,2,209,3.3e+07,5.6,0
120,98,30,43894863,4879,2,262,3e+07,5.9,0
226,100,545,39532308,17902,0,1138,3.3e+07,6.7,0
193,104,1000,39692139,41701,1,400,3.5e+07,6.2,0
228,103,212,40687294,16249,1,398,3.5e+07,5.4,0
360,109,487,37553932,34011,2,463,4e+07,6.7,52000
148,104,16,37481242,3356,0,97,3.5e+07,5.3,0
128,112,42,39026186,2371,4,153,3.5e+07,5.9,13000
46,95,19,33422806,2643,1,164,5e+07,4.8,0
193,150,2000,32519322,1075,0,761,3.5e+07,8.5,21000
208,122,117,31598308,41636,1,541,3.5e+07,6.8,0
122,101,308,37617947,966,0,203,3e+07,6.8,0
228,108,174,32048809,2178,0,576,3e+07,5.3,0
212,98,0,33987757,28027,2,903,2.7e+07,7.3,12000
392,137,16000,37304950,36258,0,279,3.5e+07,6.6,16000
208,112,192,30691439,3185,0,232,3.5e+07,6.2,5000
137,101,48,30307804,3001,2,695,3.5e+07,5.2,0
195,101,40,28687835,3612,1,245,3.5e+07,6.2,0
164,102,0,25266129,3592,5,358,3.5e+07,6.2,0
211,101,357,25863915,2471,0,151,3.5e+07,5.1,11000
44,93,8,12398628,24154,1,57,1.9e+07,6.1,0
97,109,24,28995450,855,5,59,3.5e+07,6.1,0
270,108,251,20981633,2351,0,492,3e+07,5.9,0
89,96,13,22913677,17292,1,244,3.5e+07,6.3,0
219,123,15,34531832,13371,0,138,3.5e+07,7.1,23000
180,106,309,28064226,561,1,173,3.5e+07,5,13000
93,76,2,19447478,1908,0,80,3.5e+07,5.6,538
173,107,161,19389454,22974,5,335,5.5e+07,7.4,0
121,82,82,25871834,3266,6,173,3.5e+07,4.5,0
298,109,90,19692608,2073,3,134,3.5e+07,6.2,0
158,99,0,19294901,2535,0,325,3.5e+07,5,0
248,91,192,20275446,24669,0,178,3.5e+07,6.5,20000
155,87,98,34507079,1679,2,118,3.5e+07,5.1,0
105,125,159,18306166,3142,2,215,3.5e+07,6.5,0
224,118,138,17609982,28479,0,141,3.5e+07,6.2,17000
129,98,12,16831505,9330,1,173,3.1e+07,6.3,0
101,92,16,17596256,6327,1,84,3.5e+07,3.8,0
145,93,0,42194060,1361,1,82,3e+07,5.2,0
227,92,0,14998070,32875,3,298,3.5e+07,6.2,0
171,120,52,18317151,1082,1,200,3.5e+07,6.7,0
119,111,529,11405825,19805,3,208,3.5e+07,6.8,0
44,94,10,13264986,1668,2,162,3.5e+07,6,433
188,100,212,10991381,5890,1,100,3.5e+07,7.3,0
166,101,57,10268846,1947,1,142,3.5e+07,5.5,0
584,139,0,13303319,13021,0,975,3.2e+07,6.7,39000
233,109,453,10499968,1458,3,212,3.5e+07,5.7,10000
112,102,241,7659747,14165,1,204,3.8e+07,5.1,704
151,103,189,7948159,6563,1,280,3.5e+07,6,0
63,83,12,11631245,5022,5,113,3.5e+07,4.2,494
335,123,0,10137502,23031,0,195,3.5e+07,7.4,24000
147,117,0,7458269,3611,1,196,3.5e+07,6.9,9000
149,114,0,6592103,1005,1,232,3.5e+07,6.3,675
288,148,0,5100937,50,0,127,8e+06,7.5,29000
10,109,596,563699,1980,3,15,2.5e+07,4.5,677
58,93,18,21800302,5377,2,76,3.2e+07,5.7,0
297,113,47,102413606,1783,0,524,3.4e+07,6.8,38000
90,91,31,10214013,1564,2,89,3.5e+07,5.4,0
274,96,0,10139254,24640,0,915,3.5e+07,7.3,23000
98,96,165,183125,14978,1,86,3.5e+07,5.5,0
256,101,6000,15081783,13,0,144,3.4e+07,7.7,0
117,128,88,37432299,3386,0,116,3.4e+07,7.1,23000
52,114,46,6543194,1778,1,61,3.4e+07,5.6,314
135,105,125,13101142,23122,5,50,3.5e+07,5.7,0
211,141,56,8324748,301,1,108,3.5e+07,7.1,13000
107,101,43,51758599,5942,0,232,3.3e+07,5.5,742
100,99,67,117559438,1790,1,148,3e+07,5.1,1000
60,85,0,4091,369,0,16,3.4e+07,6.3,0
195,89,21,21426805,843,0,211,3e+07,4.9,0
121,99,35,35057332,4863,0,72,3.3e+07,6.5,19000
285,105,160,34014398,2604,0,1033,3.3e+07,5.6,4000
103,97,10,28927720,18688,0,181,3.3e+07,5.3,463
192,140,36,33682273,2114,1,622,3.3e+07,6.5,4000
90,118,41,4280577,2859,0,114,1e+07,6.8,0
258,94,132,17120019,27759,2,134,3e+07,6.5,12000
254,113,197,10955425,391,1,396,3e+07,6,0
299,124,335,34180954,14504,0,370,3.2e+07,7.6,15000
163,98,136,17225675,4151,2,139,4e+07,5.6,0
152,97,4000,173381405,43354,1,395,3.3e+07,6.9,21000
67,99,32,81150692,2916,1,100,3.5e+07,5.1,0
163,92,100,80197993,1729,1,441,3.2e+07,5.7,0
371,131,176,169076745,3229,6,485,32500000,6.8,27000
418,107,133,101470202,38751,6,669,3.2e+07,6.7,97000
98,129,88,48814909,36069,0,224,3.2e+07,7.2,0
119,107,34,57744720,31529,5,132,2e+07,6.2,0
133,89,16,21784432,74181,8,108,3.5e+07,5.6,0
88,113,14,37911876,3500,2,47,3.2e+07,4.4,0
522,93,0,54696902,16034,3,571,3.2e+07,7.5,56000
224,98,541,35063732,10938,1,383,3.2e+07,6.4,10000
122,105,0,99462,1843,1,28,3.3e+07,7.1,5000
75,98,61,32701088,1400,1,108,3.2e+07,6.9,0
441,96,0,31493782,12754,1,1125,3.2e+07,7.5,0
163,87,255,43095600,29050,1,340,3.2e+07,6.3,0
90,90,29,17848322,961,1,102,2.8e+07,5.9,702
197,119,238,13763130,2925,0,187,3.2e+07,6.3,12000
93,107,26,10956379,3274,0,364,3.5e+07,3.6,0
260,100,35,22525921,32094,4,158,3e+07,5.9,13000
183,105,0,1304837,2355,2,175,3.2e+07,6.1,559
12,93,0,13571817,1073,4,31,3.2e+07,5.7,290
167,102,8,17797316,2961,0,113,3.2e+07,6.3,0
130,113,34,14268533,10910,2,100,31500000,6.3,0
449,138,0,93749203,20952,0,491,3.1e+07,7.3,64000
536,99,0,59073773,15082,0,644,2.5e+07,8.1,149000
135,101,96,24185781,13811,1,268,3.1e+07,6.9,0
168,118,40,44983704,4045,0,510,3.1e+07,7.3,0
464,116,176,118099659,2097,4,1211,1.44e+08,5.5,62000
204,99,0,58879132,40312,4,219,3.1e+07,6.1,28000
223,113,252,170684505,813,0,1017,4.5e+07,7.2,0
142,108,6,145096820,7872,0,431,3e+07,6.4,0
214,104,23,125014030,18322,0,164,3e+07,6.8,32000
126,106,12,11854694,17560,2,64,3.1e+07,6.5,0
157,120,132,115648585,54877,1,402,3e+07,7.8,0
304,132,304,116631310,20035,0,323,3e+07,7.2,41000
191,92,43,114324072,4730,0,392,2e+07,6.7,0
108,111,0,108244774,13645,2,301,3.7e+07,6.2,0
472,112,662,115646235,2639,0,1262,3e+07,8,22000
89,87,47,85416609,20097,0,186,3e+07,7,0
229,138,16000,90135191,1942,0,935,2.5e+07,8,12000
268,132,16000,100422786,28830,1,1106,3e+07,8.1,14000
177,123,415,64286,34495,0,1111,2.9e+07,7.9,57000
175,111,98,76806312,2978,1,154,3e+07,6.1,0
131,102,23,79566871,4516,2,140,3e+07,4.2,0
41,78,0,76501438,4527,0,49,3e+07,6.1,181
391,108,655,83813460,35209,0,452,2.5e+07,7.4,19000
217,125,729,65010106,1556,1,612,3e+07,7.2,0
452,98,129,66359959,337,0,326,3.5e+07,6.9,81000
589,119,0,66468315,37387,0,667,3e+07,7.4,75000
61,87,129,64172251,2911,1,122,3e+07,5.4,602
234,100,64,63536011,19420,2,178,3e+07,6.3,0
253,118,89,62877175,16758,1,325,3e+07,7.2,0
123,109,309,74484168,2740,3,340,4.5e+07,6.9,0
145,99,5,60269340,6930,2,97,3e+07,6,0
152,89,56,58715510,13794,2,129,3e+07,5.4,0
94,95,65,58156435,1266,3,152,1.9e+07,5.9,0
119,98,56,56044241,6742,1,339,3.7e+07,6.1,0
487,94,11000,56816662,1289,1,509,1.7e+07,7.7,78000
121,85,7,64238770,18795,0,64,4.2e+07,5.8,0
147,124,47,52937130,43453,1,426,3e+07,7.6,13000
39,99,13,51432423,3679,7,72,3e+07,5.1,1000
209,85,9,56068547,1145,0,307,3e+07,7.5,0
131,126,98,53680848,18726,1,243,3e+07,7.1,20000
73,102,7,49186871,2910,0,86,1.5e+07,5.2,771
316,123,456,50921738,20499,1,581,3e+07,7.8,12000
159,105,56,53021560,1026,1,156,3e+07,6.5,13000
162,92,101,44328238,6137,0,189,2e+07,5.1,13000
267,77,13000,53337608,60683,1,467,4e+07,7.4,0
95,118,0,42643187,2577,1,145,4e+07,7.2,0
478,121,777,46875468,1467,2,461,3e+07,7.6,59000
305,124,845,52418902,16881,0,277,3e+07,7.5,44000
397,99,0,42057340,5642,0,691,3e+07,6.6,11000
214,112,43,42478175,15327,1,209,2.5e+07,7.2,34000
82,111,23,41407470,9638,1,292,3e+07,7.6,0
138,107,209,42385520,4059,0,86,3e+07,6.2,16000
69,104,134,40118420,1165,3,216,3e+07,5.6,0
253,113,395,40137776,8362,1,529,3.8e+07,7.6,13000
304,113,171,39568996,814,0,527,3.2e+07,6.6,0
634,95,246,42043633,29551,0,986,3e+07,7,66000
111,86,82,38232624,3854,0,409,3e+07,2.7,0
417,111,456,40247512,257,0,438,3e+07,6.8,38000
218,98,15000,35565975,16827,0,184,3e+07,6.1,0
359,100,108,35266619,20051,1,371,3e+07,5.9,39000
101,118,3,34703228,3797,0,127,3e+07,6.7,0
85,125,21,38432823,15811,1,134,3e+07,6.9,0
64,94,39,32095318,3664,0,84,4.5e+07,5.5,304
263,79,30,31743332,1594,0,245,3e+07,7.1,13000
450,106,0,32154410,18469,0,274,3e+07,7.1,29000
85,111,57,28165882,3239,1,154,2e+07,5.9,0
162,63,15,26687172,1002,0,55,3e+07,7.3,0
85,85,14,26096584,1653,0,267,1.9e+07,3.4,1000
165,139,150,30513940,2060,0,104,3e+07,6.9,11000
147,95,425,22526144,2737,1,203,3e+07,5.1,1000
242,118,301,30523568,5697,0,201,3e+07,6.2,18000
244,108,24,23070045,3892,0,215,3e+07,5.9,11000
73,105,34,20422207,4369,1,116,3.5e+07,5.2,484
232,131,89,28644770,3479,2,141,3e+07,6.2,11000
63,104,30,21800302,4462,1,63,3e+07,5.5,491
239,133,549,21129348,11799,0,237,3.5e+07,7.4,27000
158,94,110,18500966,15271,1,830,3e+07,4.4,0
152,109,25,19976073,3148,1,220,2e+07,6.3,999
181,99,11,17266505,22554,1,291,3e+07,5.4,0
219,112,380,32357532,31278,0,215,3e+07,6.7,24000
158,108,50,16930884,16722,1,262,3e+07,5.9,0
155,126,51,18324242,20563,4,214,3.5e+07,7.3,0
74,98,41,16323969,18085,5,112,4e+07,5.5,462
368,104,165,16999046,2222,0,354,2.6e+07,5.8,12000
154,130,149,15709385,5101,0,132,3e+07,6.7,0
140,93,2,14888028,2178,0,262,3e+07,5.1,0
73,96,0,14208384,977,2,105,3e+07,5.6,625
98,114,118,12831121,679,0,298,3e+07,7,0
358,106,44,18298649,1393,1,242,3e+07,6.4,23000
222,150,0,12712093,27829,0,671,3e+07,6.7,0
130,100,70,9353573,1100,0,524,4.5e+07,2.7,0
376,107,419,12026670,1643,2,258,4.5e+07,6.4,24000
130,102,6,14334645,23352,1,191,2.5e+07,4.8,387
65,101,3,12189514,842,0,129,2.3e+07,6.1,0
77,86,6,10134754,5393,0,38,3e+07,4.8,0
107,108,529,8535575,11519,3,152,3e+07,7,0
292,123,0,7689458,11769,1,210,4e+07,6.8,19000
193,134,12,7501404,1873,2,87,4e+07,7.3,0
184,88,65,19316646,5706,3,95,3e+07,5.6,0
123,109,29,10965209,1297,2,221,3e+07,6.1,0
217,118,76,10880926,4253,2,127,3e+07,6.5,0
117,131,53,3752725,16252,3,161,1.8e+07,7.1,0
105,109,277,3517797,2759,0,103,2.5e+07,6.6,287
41,80,9,3101301,21519,1,38,3.8e+07,4,353
124,88,108,2975649,1518,1,142,3e+07,7,0
90,103,45,668171,949,0,132,6e+07,5.6,445
110,87,23,480314,4473,4,180,2.1e+07,4.8,0
273,160,181,3904982,22516,0,415,3e+07,7.5,0
63,121,0,127437,1887,0,27,1.8e+07,6,0
56,91,2,3123749,545,7,17,1200000,7.2,0
130,92,165,17120019,29773,0,114,3e+07,5.6,0
134,129,395,537580,19620,1,124,3e+07,6.8,21000
36,93,7,652526,3095,0,44,6e+06,4.9,885
46,118,55,6543194,143,1,23,3e+07,7.1,0
7,110,18,5654777,2725,4,22,2.4e+07,2,0
132,103,61,82506325,2806,3,62,3e+07,5.7,6000
5,85,0,7705974,229,1,7,3e+07,4.1,161
56,110,59,80920948,1831,0,108,3e+07,6.7,447
65,89,5,104077,15795,0,14,1.9e+07,7.5,13000
221,115,0,183436380,13159,8,185,2.9e+07,6.5,40000
291,153,446,119518352,1383,0,815,2.8e+07,7.9,11000
148,128,0,37036404,5404,3,259,3e+07,6.4,0
302,122,2000,18593156,6161,1,241,3.5e+07,7.7,0
181,113,0,499263,810,0,276,2.9e+07,7.1,3000
64,99,71,16930185,4169,2,101,2.9e+07,5.3,201
154,99,265,63034755,23562,1,96,2.9e+07,5.3,0
148,88,64,17016190,2567,0,214,1.2e+07,4.9,0
161,94,11,6301131,5085,0,263,2.9e+07,7.1,0
349,167,473,161029270,2702,0,331,2.8e+07,7.9,76000
133,104,93,74058698,17109,0,317,6e+07,6.3,0
87,110,350,28995450,11534,3,32,2.9e+07,7.1,0
178,102,0,55845943,46186,1,471,2.9e+07,6.4,0
173,101,136,67266300,3400,1,170,2.8e+07,6.9,0
426,130,285,70235322,57308,4,374,2.8e+07,7.8,99000
210,120,0,7443007,1500,12,71,3e+07,6.7,0
129,135,149,64371181,1845,0,289,2.8e+07,7.5,0
287,110,0,58885635,10438,0,1057,2.6e+07,7.4,7000
108,103,163,60400856,17533,2,229,3.5e+07,5.2,0
62,115,21,25918,386,0,28,3e+07,6.5,0
220,110,0,52353636,14609,1,962,2.1e+07,7.6,0
136,91,446,51475962,3969,0,714,3e+07,7.3,11000
222,105,226,63910583,35694,2,173,2.8e+07,6.6,27000
122,82,23,49968653,37,0,374,2.8e+07,6.9,12000
135,90,0,45162741,34565,0,523,2.8e+07,6.6,0
184,115,529,71346930,1554,0,160,2.8e+07,6.7,23000
171,104,96,43097652,3497,2,128,2.8e+07,6.3,0
447,117,905,48043505,2357,1,801,3e+07,7.7,36000
220,83,181,37053924,1987,3,122,2.8e+07,6.1,0
122,99,71,33000377,23344,0,365,2.8e+07,4.9,0
119,81,44,66950483,47677,6,85,2.8e+07,6.2,12000
177,135,456,38372662,1083,2,1058,2.8e+07,7.8,17000
211,123,368,30688364,1286,0,211,2.8e+07,6.2,10000
222,117,115,28563179,3681,4,199,2.1e+07,6.9,0
100,97,710,16779636,1805,2,167,2.8e+07,4.8,209
100,81,63,10762178,66,0,153,1.6e+08,8,1000
98,103,80,17324744,3211,3,149,2.8e+07,5.3,0
97,94,32,24268828,3436,4,71,2.8e+07,5.4,0
156,98,0,8434601,28867,5,460,2.8e+07,4.9,0
125,107,234,6998324,3944,2,50,2.8e+07,6.1,0
225,108,23,10907291,4710,0,134,2.8e+07,5.8,73000
135,110,53,2775593,858,4,98,2.7e+07,6.5,0
350,103,65,28751715,19168,0,378,2.8e+07,6.6,36000
31,145,13,19151864,11669,1,84,2.4e+07,6.1,0
177,100,11,20285518,25387,2,112,2.8e+07,5.7,0
251,133,0,148734225,12874,2,559,3e+07,7,0
148,109,415,49185998,1775,2,184,3e+07,7.4,15000
76,114,92,42168445,3565,3,39,3.5e+07,5.3,464
220,92,14,17508670,646,0,281,1.5e+07,7.4,0
131,122,151,9664316,50950,2,197,27500000,6.8,0
93,116,144,69586544,3845,4,199,2.7e+07,6,0
370,106,4000,362645141,32921,0,398,1.75e+08,7.8,65000
73,119,43,44087387,3525,4,33,2.8e+07,6.2,894
98,118,650,30920167,3389,4,71,2.5e+07,5.7,0
158,101,129,40566655,74,0,391,3e+07,7.1,0
202,110,118,22494487,26451,3,507,2.7e+07,7.8,10000
288,130,776,4463292,2452,3,136,3e+07,6.9,15000
194,110,10,13823741,6420,3,140,13500000,6.9,0
167,109,22,13248477,15790,1,174,2.7e+07,6.2,0
101,99,54,8712564,1721,0,139,2.7e+07,5.9,817
118,106,43,7486906,2495,0,71,2.7e+07,6.8,0
76,89,0,38536376,4311,5,83,2.7e+07,3.6,0
268,98,0,41008532,10894,1,103,2.7e+07,6.7,0
95,93,31,5204007,1044,2,167,2.8e+07,6.3,0
127,101,212,4476235,4186,0,226,2.7e+07,6.4,2000
137,104,272,1089365,71973,1,111,2.5e+07,5.7,845
54,120,278,763044,3286,4,52,2.3e+07,6.2,188
38,135,0,5355847,24,1,19,2.7e+07,6.6,359
167,91,41,20819129,2954,1,201,2.6e+07,5.2,0
129,97,70,110222438,3984,2,271,2.6e+07,6.1,0
217,133,0,109243478,8341,1,546,2.6e+07,7.1,0
253,114,71,25977365,15428,0,207,2.8e+07,6.5,15000
232,117,234,87341380,15590,3,374,2.7e+07,7,0
153,139,0,58328680,5458,0,494,2.2e+07,7.5,0
224,85,0,57859105,1090,0,673,2.6e+07,6.5,0
175,90,160,46455802,3172,0,472,2.6e+07,6.2,0
197,107,0,45506619,3066,3,862,2.6e+07,7.8,16000
226,100,124,40168080,3889,0,315,2.6e+07,5.2,0
335,129,0,49874933,13573,4,287,2.6e+07,6.5,43000
157,109,80,45489752,28493,2,214,2.6e+07,6.5,736
69,94,906,36985501,3917,0,94,2.6e+07,5.2,874
217,105,260,28501651,42473,0,201,2.6e+07,7.1,10000
55,100,8,23222861,3742,4,44,2.6e+07,4.5,167
200,113,0,54540525,23456,15,134,5.6e+07,5.7,20000
93,118,49,16252765,11662,1,181,4.2e+07,6,3000
265,110,160,16005978,2356,1,190,2.6e+07,6.4,35000
82,110,80,14469428,2466,2,95,2.6e+07,5.2,260
116,103,11000,7496522,12534,0,178,2.6e+07,6.8,826
56,100,737,14946229,19068,5,28,2.6e+07,4,0
178,117,763,12276810,17847,0,126,2.6e+07,6.5,11000
226,129,353,33565375,1565,0,568,1.5e+07,7.5,0
406,120,0,499263,705,0,2814,3e+07,7.1,13000
366,116,16000,148085755,17347,0,871,3.3e+07,8.2,28000
242,129,0,25517500,4264,1,320,25100000,6.4,0
309,93,180,145000989,16461,0,974,2.5e+07,7.9,29000
85,118,97,26761283,3197,0,99,2.6e+07,6.7,19000
